date,China,USA,Vietnam,Australia,Japan,HongKong,Singapore,Norway,Panama,Taiwan
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-04-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-05-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-06-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-07-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
2003-08-01,,,,,,,,,,
